cod_com,comuna,agno,grado,prom_lect2m_com,prom_mate2m_com,dif_lect2m_com,dif_mate2m_com,sigdif_lect2m_com,sigdif_mate2m_com
1,AISÉN,2015,2m,257,265,-8,-9,No significativa,No significativa
13,ALGARROBO,2015,2m,223,223,-10,-3,No significativa,No significativa
43,ALHUÉ,2015,2m,207,202,-8,-13,No significativa,No significativa
8,ALTO BIOBÍO,2015,2m,204,168,0,1,No significativa,No significativa
6,ALTO DEL CARMEN,2015,2m,223,206,12,0,No significativa,No significativa
1,ALTO HOSPICIO,2015,2m,243,252,-1,2,No significativa,No significativa
1,ANCUD,2015,2m,249,259,-6,2,No significativa,No significativa
5,ANDACOLLO,2015,2m,240,239,1,2,No significativa,No significativa
22,ANGOL,2015,2m,250,257,-6,0,No significativa,No significativa
1,ANTOFAGASTA,2015,2m,240,254,-15,-13,Negativa y significativa,Negativa y significativa
9,ANTUCO,2015,2m,237,236,-28,-20,Negativa y significativa,Negativa y significativa
1,ANTÁRTICA,2015,2m,NA,NA,NA,NA,NA,NA
1,ARAUCO,2015,2m,242,253,-12,-10,Negativa y significativa,Negativa y significativa
1,ARICA,2015,2m,248,261,0,3,No significativa,No significativa
34,BUIN,2015,2m,248,262,0,7,No significativa,Positiva y significativa
34,BULNES,2015,2m,245,251,-5,-5,No significativa,No significativa
1,CABILDO,2015,2m,252,268,0,6,No significativa,No significativa
2,CABO DE HORNOS,2015,2m,252,275,-19,7,Negativa y significativa,No significativa
10,CABRERO,2015,2m,222,221,1,0,No significativa,No significativa
7,CALAMA,2015,2m,253,266,-5,-1,No significativa,No significativa
11,CALBUCO,2015,2m,246,249,-11,-2,Negativa y significativa,No significativa
1,CALDERA,2015,2m,244,245,-10,-11,No significativa,Negativa y significativa
2,CALERA,2015,2m,247,265,-4,3,No significativa,No significativa
35,CALERA DE TANGO,2015,2m,244,270,-6,2,No significativa,No significativa
19,CALLE LARGA,2015,2m,243,245,9,14,No significativa,Positiva y significativa
2,CAMARONES,2015,2m,222,211,NA,NA,NA,NA
3,CAMIÑA,2015,2m,257,236,41,13,Positiva y significativa,No significativa
1,CANELA,2015,2m,226,227,-23,17,Negativa y significativa,No significativa
1,CARAHUE,2015,2m,236,216,1,-2,No significativa,No significativa
14,CARTAGENA,2015,2m,261,258,5,-7,No significativa,No significativa
29,CASABLANCA,2015,2m,254,258,0,3,No significativa,No significativa
2,CASTRO,2015,2m,254,264,-6,-9,No significativa,Negativa y significativa
20,CATEMU,2015,2m,244,228,13,3,Positiva y significativa,No significativa
1,CAUQUENES,2015,2m,247,246,-1,5,No significativa,No significativa
2,CAÑETE,2015,2m,250,250,-6,-8,No significativa,No significativa
26,CERRILLOS,2015,2m,250,258,12,4,Positiva y significativa,No significativa
27,CERRO NAVIA,2015,2m,234,241,7,9,No significativa,Positiva y significativa
28,CHAITÉN,2015,2m,247,229,3,-10,No significativa,No significativa
2,CHANCO,2015,2m,227,208,8,5,No significativa,No significativa
2,CHAÑARAL,2015,2m,213,202,-24,-16,Negativa y significativa,Negativa y significativa
22,CHIGUAYANTE,2015,2m,257,292,-2,2,No significativa,No significativa
2,CHILE CHICO,2015,2m,237,272,4,37,No significativa,Positiva y significativa
35,CHILLÁN,2015,2m,252,268,-6,-1,Negativa y significativa,No significativa
36,CHILLÁN VIEJO,2015,2m,236,237,4,4,No significativa,No significativa
24,CHIMBARONGO,2015,2m,249,246,4,7,No significativa,No significativa
2,CHOLCHOL,2015,2m,231,217,7,4,No significativa,No significativa
3,CHONCHI,2015,2m,226,234,4,11,No significativa,Positiva y significativa
25,CHÉPICA,2015,2m,224,224,NA,NA,NA,NA
3,CISNES,2015,2m,264,254,16,5,Positiva y significativa,No significativa
37,COBQUECURA,2015,2m,219,203,6,10,No significativa,No significativa
12,COCHAMÓ,2015,2m,243,232,NA,NA,NA,NA
4,COCHRANE,2015,2m,259,239,1,-12,No significativa,No significativa
1,CODEGUA,2015,2m,209,189,-7,-22,No significativa,Negativa y significativa
38,COELEMU,2015,2m,239,249,-6,-3,No significativa,No significativa
5,COIHAIQUE,2015,2m,242,265,-5,0,No significativa,No significativa
39,COIHUECO,2015,2m,232,239,5,3,No significativa,No significativa
2,COINCO,2015,2m,255,239,47,24,Positiva y significativa,Positiva y significativa
13,COLBÚN,2015,2m,220,213,-2,0,No significativa,No significativa
4,COLCHANE,2015,2m,208,196,8,2,No significativa,No significativa
10,COLINA,2015,2m,257,278,-5,-3,No significativa,No significativa
23,COLLIPULLI,2015,2m,237,226,-13,-12,Negativa y significativa,No significativa
3,COLTAUCO,2015,2m,225,226,11,1,Positiva y significativa,No significativa
11,COMBARBALÁ,2015,2m,240,230,-1,-1,No significativa,No significativa
23,CONCEPCIÓN,2015,2m,250,271,-10,-4,Negativa y significativa,No significativa
11,CONCHALÍ,2015,2m,233,236,-11,-2,Negativa y significativa,No significativa
30,CONCÓN,2015,2m,266,304,-1,9,No significativa,Positiva y significativa
21,CONSTITUCIÓN,2015,2m,248,267,-13,-9,Negativa y significativa,Negativa y significativa
3,CONTULMO,2015,2m,235,221,-3,15,No significativa,No significativa
3,COPIAPÓ,2015,2m,237,246,-11,-15,Negativa y significativa,Negativa y significativa
6,COQUIMBO,2015,2m,248,257,1,0,No significativa,No significativa
24,CORONEL,2015,2m,231,241,-16,-10,Negativa y significativa,Negativa y significativa
5,CORRAL,2015,2m,252,234,29,25,Positiva y significativa,Positiva y significativa
3,CUNCO,2015,2m,240,232,14,12,Positiva y significativa,Positiva y significativa
24,CURACAUTÍN,2015,2m,220,207,-3,-20,No significativa,Negativa y significativa
44,CURACAVÍ,2015,2m,225,243,-8,6,No significativa,No significativa
4,CURACO DE VÉLEZ,2015,2m,221,227,-26,-23,Negativa y significativa,Negativa y significativa
4,CURANILAHUE,2015,2m,234,235,1,9,No significativa,Positiva y significativa
12,CURARREHUE,2015,2m,207,184,-23,-21,Negativa y significativa,Negativa y significativa
22,CUREPTO,2015,2m,230,235,-15,-16,Negativa y significativa,Negativa y significativa
4,CURICÓ,2015,2m,262,278,3,4,No significativa,No significativa
5,DALCAHUE,2015,2m,227,210,15,11,Positiva y significativa,No significativa
4,DIEGO DE ALMAGRO,2015,2m,245,253,-6,-5,No significativa,No significativa
4,DOÑIHUE,2015,2m,237,256,-28,-14,Negativa y significativa,Negativa y significativa
36,EL BOSQUE,2015,2m,248,260,2,2,No significativa,No significativa
40,EL CARMEN,2015,2m,222,227,-26,-24,Negativa y significativa,Negativa y significativa
45,EL MONTE,2015,2m,232,218,9,5,No significativa,No significativa
15,EL QUISCO,2015,2m,231,233,-12,6,No significativa,No significativa
16,EL TABO,2015,2m,258,226,26,26,Positiva y significativa,Positiva y significativa
23,EMPEDRADO,2015,2m,233,251,5,6,No significativa,No significativa
25,ERCILLA,2015,2m,230,188,NA,19,NA,No significativa
28,ESTACIÓN CENTRAL,2015,2m,236,256,-8,2,Negativa y significativa,No significativa
25,FLORIDA,2015,2m,232,232,-12,1,Negativa y significativa,No significativa
13,FREIRE,2015,2m,214,198,-4,-9,No significativa,No significativa
7,FREIRINA,2015,2m,230,235,-35,-2,Negativa y significativa,No significativa
13,FRESIA,2015,2m,236,229,3,10,No significativa,No significativa
14,FRUTILLAR,2015,2m,231,239,-18,-17,Negativa y significativa,Negativa y significativa
29,FUTALEUFÚ,2015,2m,215,256,-56,-48,Negativa y significativa,Negativa y significativa
1,FUTRONO,2015,2m,254,242,2,-2,No significativa,No significativa
4,GALVARINO,2015,2m,223,222,23,4,Positiva y significativa,No significativa
3,GENERAL LAGOS,2015,2m,NA,NA,NA,NA,NA,NA
14,GORBEA,2015,2m,226,209,11,9,No significativa,No significativa
5,GRANEROS,2015,2m,219,218,-10,-2,Negativa y significativa,No significativa
6,GUAITECAS,2015,2m,230,234,-3,20,No significativa,No significativa
3,HIJUELAS,2015,2m,254,247,3,7,No significativa,No significativa
15,HUALAIHUÉ,2015,2m,240,235,-6,-1,No significativa,No significativa
5,HUALAÑÉ,2015,2m,248,263,-24,-9,Negativa y significativa,No significativa
26,HUALPÉN,2015,2m,234,277,-30,-3,Negativa y significativa,No significativa
27,HUALQUI,2015,2m,229,221,8,8,No significativa,No significativa
5,HUARA,2015,2m,213,191,9,-19,No significativa,No significativa
8,HUASCO,2015,2m,222,206,1,-1,No significativa,No significativa
12,HUECHURABA,2015,2m,250,285,-18,-6,Negativa y significativa,No significativa
2,ILLAPEL,2015,2m,262,266,-2,-4,No significativa,No significativa
13,INDEPENDENCIA,2015,2m,240,246,3,4,No significativa,No significativa
2,IQUIQUE,2015,2m,244,261,-7,0,Negativa y significativa,No significativa
46,ISLA DE MAIPO,2015,2m,242,243,6,0,No significativa,No significativa
31,ISLA DE PASCUA,2015,2m,256,268,-7,21,No significativa,Positiva y significativa
32,JUAN FERNÁNDEZ,2015,2m,281,243,62,29,Positiva y significativa,No significativa
37,LA CISTERNA,2015,2m,238,250,0,1,No significativa,No significativa
4,LA CRUZ,2015,2m,233,217,13,4,No significativa,No significativa
18,LA ESTRELLA,2015,2m,NA,NA,NA,NA,NA,NA
1,LA FLORIDA,2015,2m,242,264,-9,-4,Negativa y significativa,No significativa
38,LA GRANJA,2015,2m,233,246,-7,-4,Negativa y significativa,No significativa
7,LA HIGUERA,2015,2m,NA,NA,NA,NA,NA,NA
5,LA LIGUA,2015,2m,242,248,-8,4,Negativa y significativa,No significativa
2,LA PINTANA,2015,2m,238,254,-5,4,No significativa,No significativa
18,LA REINA,2015,2m,264,302,-3,-6,No significativa,No significativa
8,LA SERENA,2015,2m,252,275,-7,-5,Negativa y significativa,No significativa
2,LA UNIÓN,2015,2m,268,272,5,-1,No significativa,No significativa
3,LAGO RANCO,2015,2m,246,245,-6,-16,No significativa,Negativa y significativa
7,LAGO VERDE,2015,2m,NA,NA,NA,NA,NA,NA
3,LAGUNA BLANCA,2015,2m,NA,NA,NA,NA,NA,NA
11,LAJA,2015,2m,228,249,-26,-23,Negativa y significativa,Negativa y significativa
14,LAMPA,2015,2m,237,246,-2,5,No significativa,No significativa
6,LANCO,2015,2m,224,232,-10,11,Negativa y significativa,Positiva y significativa
6,LAS CABRAS,2015,2m,242,239,1,-2,No significativa,No significativa
19,LAS CONDES,2015,2m,276,322,-10,-3,Negativa y significativa,No significativa
5,LAUTARO,2015,2m,227,227,12,12,Positiva y significativa,Positiva y significativa
5,LEBU,2015,2m,249,256,19,28,Positiva y significativa,Positiva y significativa
6,LICANTÉN,2015,2m,250,247,-2,3,No significativa,No significativa
6,LIMACHE,2015,2m,230,235,-13,-15,Negativa y significativa,Negativa y significativa
14,LINARES,2015,2m,255,270,-7,2,No significativa,No significativa
19,LITUECHE,2015,2m,247,245,-9,13,No significativa,No significativa
21,LLAILLAY,2015,2m,235,235,-9,3,Negativa y significativa,No significativa
16,LLANQUIHUE,2015,2m,239,221,10,-1,No significativa,No significativa
20,LO BARNECHEA,2015,2m,277,322,-2,2,No significativa,No significativa
39,LO ESPEJO,2015,2m,237,244,0,-2,No significativa,No significativa
29,LO PRADO,2015,2m,225,229,3,11,No significativa,Positiva y significativa
26,LOLOL,2015,2m,243,240,2,5,No significativa,No significativa
15,LONCOCHE,2015,2m,239,250,-4,2,No significativa,No significativa
15,LONGAVÍ,2015,2m,234,234,7,2,No significativa,No significativa
26,LONQUIMAY,2015,2m,208,197,NA,NA,NA,NA
22,LOS ANDES,2015,2m,239,248,-5,2,No significativa,No significativa
7,LOS LAGOS,2015,2m,232,221,-14,-5,Negativa y significativa,No significativa
17,LOS MUERMOS,2015,2m,227,230,-21,-8,Negativa y significativa,No significativa
27,LOS SAUCES,2015,2m,219,187,-4,-15,No significativa,No significativa
3,LOS VILOS,2015,2m,233,233,7,9,No significativa,No significativa
6,LOS ÁLAMOS,2015,2m,220,213,-3,2,No significativa,No significativa
12,LOS ÁNGELES,2015,2m,255,265,-2,-6,No significativa,No significativa
28,LOTA,2015,2m,226,234,-14,-8,Negativa y significativa,No significativa
28,LUMACO,2015,2m,224,211,11,4,No significativa,No significativa
7,MACHALÍ,2015,2m,259,282,-11,-12,Negativa y significativa,Negativa y significativa
21,MACUL,2015,2m,240,273,-10,-3,Negativa y significativa,No significativa
30,MAIPÚ,2015,2m,252,275,-4,-1,No significativa,No significativa
8,MALLOA,2015,2m,236,218,30,18,Positiva y significativa,Positiva y significativa
20,MARCHIHUE,2015,2m,212,238,-15,-3,No significativa,No significativa
8,MARIQUINA,2015,2m,260,257,3,9,No significativa,No significativa
2,MARÍA ELENA,2015,2m,240,239,8,28,No significativa,Positiva y significativa
47,MARÍA PINTO,2015,2m,208,218,-5,8,No significativa,No significativa
24,MAULE,2015,2m,231,236,-4,-19,No significativa,Negativa y significativa
18,MAULLÍN,2015,2m,228,222,-3,-5,No significativa,No significativa
3,MEJILLONES,2015,2m,218,213,1,11,No significativa,No significativa
6,MELIPEUCO,2015,2m,238,218,14,9,No significativa,No significativa
48,MELIPILLA,2015,2m,248,260,1,5,No significativa,No significativa
7,MOLINA,2015,2m,244,244,5,13,No significativa,Positiva y significativa
12,MONTE PATRIA,2015,2m,227,221,8,12,No significativa,No significativa
9,MOSTAZAL,2015,2m,222,207,13,9,Positiva y significativa,No significativa
13,MULCHÉN,2015,2m,231,230,-11,-2,Negativa y significativa,No significativa
9,MÁFIL,2015,2m,256,239,15,29,Positiva y significativa,Positiva y significativa
14,NACIMIENTO,2015,2m,252,257,5,3,No significativa,No significativa
27,NANCAGUA,2015,2m,244,258,-3,2,No significativa,No significativa
4,NATALES,2015,2m,239,247,-3,6,No significativa,No significativa
21,NAVIDAD,2015,2m,245,228,6,13,No significativa,No significativa
15,NEGRETE,2015,2m,228,211,-1,3,No significativa,No significativa
41,NINHUE,2015,2m,198,184,-32,-48,Negativa y significativa,Negativa y significativa
7,NOGALES,2015,2m,238,236,13,11,Positiva y significativa,Positiva y significativa
7,NUEVA IMPERIAL,2015,2m,233,231,2,4,No significativa,No significativa
8,O'HIGGINS,2015,2m,NA,NA,NA,NA,NA,NA
10,OLIVAR,2015,2m,261,259,8,12,No significativa,Positiva y significativa
8,OLLAGÜE,2015,2m,NA,NA,NA,NA,NA,NA
8,OLMUÉ,2015,2m,229,237,1,14,No significativa,Positiva y significativa
21,OSORNO,2015,2m,253,261,-8,-4,Negativa y significativa,No significativa
13,OVALLE,2015,2m,258,264,-1,3,No significativa,No significativa
49,PADRE HURTADO,2015,2m,235,249,-4,-3,No significativa,No significativa
16,PADRE LAS CASAS,2015,2m,231,238,-7,-8,No significativa,Negativa y significativa
9,PAIGUANO,2015,2m,234,239,NA,NA,NA,NA
10,PAILLACO,2015,2m,232,230,-9,2,No significativa,No significativa
40,PAINE,2015,2m,244,258,7,9,No significativa,Positiva y significativa
30,PALENA,2015,2m,224,203,-12,-64,No significativa,Negativa y significativa
28,PALMILLA,2015,2m,213,212,-12,1,No significativa,No significativa
11,PANGUIPULLI,2015,2m,247,241,-1,-12,No significativa,Negativa y significativa
23,PANQUEHUE,2015,2m,240,260,-33,-16,Negativa y significativa,Negativa y significativa
9,PAPUDO,2015,2m,247,247,5,0,No significativa,No significativa
22,PAREDONES,2015,2m,NA,199,NA,-3,NA,No significativa
16,PARRAL,2015,2m,261,278,-1,7,No significativa,No significativa
6,PEDRO AGUIRRE CERDA,2015,2m,246,253,2,3,No significativa,No significativa
25,PELARCO,2015,2m,224,204,12,-8,No significativa,No significativa
3,PELLUHUE,2015,2m,218,234,3,-10,No significativa,No significativa
42,PEMUCO,2015,2m,229,214,-6,-23,No significativa,Negativa y significativa
26,PENCAHUE,2015,2m,227,223,1,9,No significativa,No significativa
29,PENCO,2015,2m,229,237,-28,-9,Negativa y significativa,No significativa
29,PERALILLO,2015,2m,234,225,1,-8,No significativa,No significativa
8,PERQUENCO,2015,2m,226,206,21,23,No significativa,No significativa
10,PETORCA,2015,2m,241,230,5,-4,No significativa,No significativa
11,PEUMO,2015,2m,233,236,12,9,Positiva y significativa,No significativa
50,PEÑAFLOR,2015,2m,234,251,4,11,No significativa,Positiva y significativa
22,PEÑALOLÉN,2015,2m,248,267,-5,-2,No significativa,No significativa
6,PICA,2015,2m,213,220,NA,NA,NA,NA
12,PICHIDEGUA,2015,2m,198,209,-20,3,Negativa y significativa,No significativa
23,PICHILEMU,2015,2m,246,252,-4,-5,No significativa,No significativa
43,PINTO,2015,2m,240,218,-7,-7,No significativa,No significativa
3,PIRQUE,2015,2m,242,237,12,9,Positiva y significativa,No significativa
17,PITRUFQUÉN,2015,2m,249,249,2,7,No significativa,No significativa
30,PLACILLA,2015,2m,234,224,23,16,No significativa,No significativa
44,PORTEZUELO,2015,2m,245,237,5,12,No significativa,No significativa
5,PORVENIR,2015,2m,228,215,-30,-10,Negativa y significativa,No significativa
7,POZO ALMONTE,2015,2m,217,199,1,-8,No significativa,No significativa
6,PRIMAVERA,2015,2m,NA,NA,NA,NA,NA,NA
23,PROVIDENCIA,2015,2m,270,308,-14,-6,Negativa y significativa,No significativa
33,PUCHUNCAVÍ,2015,2m,239,240,5,8,No significativa,No significativa
18,PUCÓN,2015,2m,254,252,11,1,Positiva y significativa,No significativa
31,PUDAHUEL,2015,2m,232,252,-2,5,No significativa,No significativa
4,PUENTE ALTO,2015,2m,249,270,-1,3,No significativa,No significativa
19,PUERTO MONTT,2015,2m,246,258,-8,-5,Negativa y significativa,No significativa
22,PUERTO OCTAY,2015,2m,230,226,10,13,No significativa,No significativa
20,PUERTO VARAS,2015,2m,260,278,-5,-8,No significativa,Negativa y significativa
31,PUMANQUE,2015,2m,NA,NA,NA,NA,NA,NA
14,PUNITAQUI,2015,2m,233,231,-1,-24,No significativa,Negativa y significativa
7,PUNTA ARENAS,2015,2m,241,256,-16,-13,Negativa y significativa,Negativa y significativa
6,PUQUELDÓN,2015,2m,NA,NA,NA,NA,NA,NA
23,PURRANQUE,2015,2m,251,243,-23,-13,Negativa y significativa,Negativa y significativa
29,PURÉN,2015,2m,244,241,-24,-16,Negativa y significativa,Negativa y significativa
24,PUTAENDO,2015,2m,219,210,-26,-19,Negativa y significativa,Negativa y significativa
4,PUTRE,2015,2m,232,193,16,-22,No significativa,No significativa
24,PUYEHUE,2015,2m,233,255,-7,-6,No significativa,No significativa
7,QUEILÉN,2015,2m,259,275,1,0,No significativa,No significativa
8,QUELLÓN,2015,2m,246,246,-10,-9,Negativa y significativa,Negativa y significativa
9,QUEMCHI,2015,2m,225,211,2,-7,No significativa,No significativa
16,QUILACO,2015,2m,209,230,-17,11,No significativa,No significativa
15,QUILICURA,2015,2m,253,269,3,0,No significativa,No significativa
17,QUILLECO,2015,2m,228,216,34,-1,Positiva y significativa,No significativa
11,QUILLOTA,2015,2m,253,273,-4,2,No significativa,No significativa
45,QUILLÓN,2015,2m,232,226,5,16,No significativa,Positiva y significativa
34,QUILPUÉ,2015,2m,240,260,-8,0,Negativa y significativa,No significativa
10,QUINCHAO,2015,2m,250,265,5,14,No significativa,Positiva y significativa
13,QUINTA DE TILCOCO,2015,2m,260,269,9,13,No significativa,Positiva y significativa
32,QUINTA NORMAL,2015,2m,229,247,-10,2,Negativa y significativa,No significativa
35,QUINTERO,2015,2m,240,259,-6,8,No significativa,No significativa
46,QUIRIHUE,2015,2m,237,241,-16,-11,Negativa y significativa,No significativa
14,RANCAGUA,2015,2m,255,268,-2,2,No significativa,No significativa
8,RAUCO,2015,2m,228,228,17,47,No significativa,Positiva y significativa
16,RECOLETA,2015,2m,242,255,-2,2,No significativa,No significativa
30,RENAICO,2015,2m,215,216,6,20,No significativa,Positiva y significativa
33,RENCA,2015,2m,241,261,-4,1,No significativa,No significativa
15,RENGO,2015,2m,242,253,-9,-1,Negativa y significativa,No significativa
16,REQUÍNOA,2015,2m,250,272,5,14,No significativa,Positiva y significativa
17,RETIRO,2015,2m,228,229,-10,3,Negativa y significativa,No significativa
25,RINCONADA,2015,2m,264,271,26,42,Positiva y significativa,Positiva y significativa
9,ROMERAL,2015,2m,223,222,-12,2,Negativa y significativa,No significativa
47,RÁNQUIL,2015,2m,234,231,20,13,Positiva y significativa,No significativa
4,RÍO BUENO,2015,2m,248,241,15,5,Positiva y significativa,No significativa
27,RÍO CLARO,2015,2m,270,215,27,-19,Positiva y significativa,No significativa
15,RÍO HURTADO,2015,2m,251,231,NA,NA,NA,NA
9,RÍO IBÁÑEZ,2015,2m,214,203,-21,-12,No significativa,No significativa
25,RÍO NEGRO,2015,2m,256,249,10,-3,Positiva y significativa,No significativa
8,RÍO VERDE,2015,2m,NA,NA,NA,NA,NA,NA
9,SAAVEDRA,2015,2m,219,190,8,-9,No significativa,No significativa
10,SAGRADA FAMILIA,2015,2m,222,205,1,-2,No significativa,No significativa
4,SALAMANCA,2015,2m,245,238,6,-3,No significativa,No significativa
17,SAN ANTONIO,2015,2m,252,256,-5,3,No significativa,No significativa
41,SAN BERNARDO,2015,2m,241,252,-5,-1,No significativa,No significativa
48,SAN CARLOS,2015,2m,257,265,-5,4,No significativa,No significativa
28,SAN CLEMENTE,2015,2m,227,219,1,3,No significativa,No significativa
26,SAN ESTEBAN,2015,2m,214,196,-3,-9,No significativa,No significativa
49,SAN FABIÁN,2015,2m,269,249,62,34,Positiva y significativa,Positiva y significativa
27,SAN FELIPE,2015,2m,260,276,5,13,No significativa,Positiva y significativa
32,SAN FERNANDO,2015,2m,258,262,-1,5,No significativa,No significativa
9,SAN GREGORIO,2015,2m,NA,NA,NA,NA,NA,NA
50,SAN IGNACIO,2015,2m,244,224,26,16,Positiva y significativa,Positiva y significativa
18,SAN JAVIER,2015,2m,238,254,-10,-4,Negativa y significativa,No significativa
7,SAN JOAQUÍN,2015,2m,225,255,-13,7,Negativa y significativa,No significativa
5,SAN JOSÉ DE MAIPO,2015,2m,224,225,-25,-3,Negativa y significativa,No significativa
26,SAN JUAN DE LA COSTA,2015,2m,226,214,-8,-2,No significativa,No significativa
8,SAN MIGUEL,2015,2m,237,252,-11,-2,Negativa y significativa,No significativa
51,SAN NICOLÁS,2015,2m,286,316,-14,-12,Negativa y significativa,Negativa y significativa
27,SAN PABLO,2015,2m,236,231,8,-6,No significativa,No significativa
51,SAN PEDRO,2015,2m,261,229,26,13,Positiva y significativa,No significativa
9,SAN PEDRO DE ATACAMA,2015,2m,251,257,15,15,Positiva y significativa,No significativa
30,SAN PEDRO DE LA PAZ,2015,2m,254,289,-11,-6,Negativa y significativa,Negativa y significativa
29,SAN RAFAEL,2015,2m,NA,NA,NA,NA,NA,NA
42,SAN RAMÓN,2015,2m,234,244,0,7,No significativa,No significativa
18,SAN ROSENDO,2015,2m,259,246,12,8,No significativa,No significativa
17,SAN VICENTE,2015,2m,258,266,-12,-11,Negativa y significativa,Negativa y significativa
19,SANTA BÁRBARA,2015,2m,219,200,-20,-23,Negativa y significativa,Negativa y significativa
33,SANTA CRUZ,2015,2m,262,277,-4,-2,No significativa,No significativa
31,SANTA JUANA,2015,2m,229,239,1,5,No significativa,No significativa
28,SANTA MARÍA,2015,2m,237,224,-5,2,No significativa,No significativa
9,SANTIAGO,2015,2m,249,277,-12,-6,Negativa y significativa,Negativa y significativa
18,SANTO DOMINGO,2015,2m,237,255,-7,0,No significativa,No significativa
4,SIERRA GORDA,2015,2m,NA,NA,NA,NA,NA,NA
52,TALAGANTE,2015,2m,244,258,-1,-3,No significativa,No significativa
30,TALCA,2015,2m,250,264,-3,3,No significativa,No significativa
32,TALCAHUANO,2015,2m,241,258,-9,-6,Negativa y significativa,No significativa
5,TALTAL,2015,2m,230,217,-2,9,No significativa,No significativa
10,TEMUCO,2015,2m,251,266,-1,-1,No significativa,No significativa
11,TENO,2015,2m,263,284,-1,11,No significativa,Positiva y significativa
19,TEODORO SCHMIDT,2015,2m,228,204,NA,NA,NA,NA
5,TIERRA AMARILLA,2015,2m,214,200,NA,NA,NA,NA
17,TIL TIL,2015,2m,220,216,1,15,No significativa,Positiva y significativa
10,TIMAUKEL,2015,2m,NA,NA,NA,NA,NA,NA
7,TIRÚA,2015,2m,222,210,NA,NA,NA,NA
6,TOCOPILLA,2015,2m,229,220,-12,-13,Negativa y significativa,Negativa y significativa
20,TOLTÉN,2015,2m,230,222,NA,NA,NA,NA
33,TOMÉ,2015,2m,214,232,-15,-12,Negativa y significativa,Negativa y significativa
11,TORRES DEL PAINE,2015,2m,NA,NA,NA,NA,NA,NA
10,TORTEL,2015,2m,NA,NA,NA,NA,NA,NA
31,TRAIGUÉN,2015,2m,238,224,35,30,Positiva y significativa,Positiva y significativa
52,TREGUACO,2015,2m,247,245,17,12,Positiva y significativa,No significativa
20,TUCAPEL,2015,2m,210,216,7,12,No significativa,No significativa
12,VALDIVIA,2015,2m,255,265,-5,4,No significativa,No significativa
9,VALLENAR,2015,2m,241,243,-11,-4,Negativa y significativa,No significativa
36,VALPARAÍSO,2015,2m,243,261,-11,-6,Negativa y significativa,Negativa y significativa
12,VICHUQUÉN,2015,2m,266,246,25,5,Positiva y significativa,No significativa
32,VICTORIA,2015,2m,246,247,3,3,No significativa,No significativa
10,VICUÑA,2015,2m,238,243,-8,-8,No significativa,No significativa
11,VILCÚN,2015,2m,234,219,13,5,Positiva y significativa,No significativa
19,VILLA ALEGRE,2015,2m,242,202,10,-9,No significativa,No significativa
37,VILLA ALEMANA,2015,2m,254,281,-8,0,Negativa y significativa,No significativa
21,VILLARRICA,2015,2m,249,256,-3,-5,No significativa,No significativa
24,VITACURA,2015,2m,284,336,-11,-3,Negativa y significativa,No significativa
38,VIÑA DEL MAR,2015,2m,259,282,0,3,No significativa,No significativa
20,YERBAS BUENAS,2015,2m,225,219,-7,-9,No significativa,No significativa
21,YUMBEL,2015,2m,238,235,-9,-25,No significativa,Negativa y significativa
53,YUNGAY,2015,2m,271,266,6,0,No significativa,No significativa
12,ZAPALLAR,2015,2m,244,263,-12,-10,Negativa y significativa,No significativa
54,ÑIQUÉN,2015,2m,220,223,12,25,No significativa,Positiva y significativa
25,ÑUÑOA,2015,2m,248,275,-5,-1,No significativa,No significativa
11201,AISÉN,2016,2m,246,255,-11,-10,Negativa y significativa,Negativa y significativa
5602,ALGARROBO,2016,2m,232,229,9,6,No significativa,No significativa
13502,ALHUÉ,2016,2m,225,202,18,0,Positiva y significativa,No significativa
8314,ALTO BIOBÍO,2016,2m,221,172,17,4,No significativa,No significativa
3302,ALTO DEL CARMEN,2016,2m,214,191,-9,-15,No significativa,No significativa
1107,ALTO HOSPICIO,2016,2m,237,255,-6,5,No significativa,No significativa
10202,ANCUD,2016,2m,251,267,2,8,No significativa,Positiva y significativa
4103,ANDACOLLO,2016,2m,239,235,-1,-4,No significativa,No significativa
9201,ANGOL,2016,2m,252,259,2,2,No significativa,No significativa
2101,ANTOFAGASTA,2016,2m,242,258,1,3,No significativa,No significativa
8302,ANTUCO,2016,2m,253,250,16,14,Positiva y significativa,No significativa
12202,ANTÁRTICA,2016,2m,NA,NA,NA,NA,NA,NA
8202,ARAUCO,2016,2m,241,245,-1,-8,No significativa,Negativa y significativa
15101,ARICA,2016,2m,244,262,-4,1,No significativa,No significativa
13402,BUIN,2016,2m,249,262,1,0,No significativa,No significativa
8402,BULNES,2016,2m,241,252,1,6,No significativa,No significativa
5402,CABILDO,2016,2m,246,256,-6,-12,No significativa,Negativa y significativa
12201,CABO DE HORNOS,2016,2m,237,242,-15,-33,No significativa,Negativa y significativa
8303,CABRERO,2016,2m,232,244,10,23,Positiva y significativa,Positiva y significativa
2201,CALAMA,2016,2m,259,273,6,7,No significativa,Positiva y significativa
10102,CALBUCO,2016,2m,243,251,-3,2,No significativa,No significativa
3102,CALDERA,2016,2m,233,231,-11,-14,Negativa y significativa,Negativa y significativa
5502,CALERA,2016,2m,250,270,3,5,No significativa,No significativa
13403,CALERA DE TANGO,2016,2m,251,276,7,6,No significativa,No significativa
